게시판종류,제목,작성일,본문내용,링크,사진
공지사항,[홍보] 공과대학 6호관 창의설계실습실 예약 안내,'2023-09-19,"공과대학 6호관 2층에 위치한
창의설계실습실
이 리모델링을 통해 새로운 공간으로 탄생하였습니다.
많은 이용바랍니다.
※ 창의설계실습실은 2023년 9월25일(월)부터 사용 가능합니다.
《주요안내사항》
-홈페이지를 통한 신청 : 팀 단위 신청(예약인원 3인 이상,
단독 사용 불가
)
-오픈채팅방을 통한 출입QR코드 발송(
오픈채팅방 활성화 시간은 9시~오후6시
)
-승인완료 및 QR코드 수령 팀에 한하여 사용가능(신청 후 QR코드 수령까지 확인 바람)
-예약은 사용일 하루 전(17:00)까지 가능,
당일예약 불가",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=6&BID=1755&cmd=view,../../data/images/1670.png;../../data/images/1671.jpg
공지사항,"[모집] 2023 문화예술·공과대학, IT대학 연합 PT 경진대회",'2023-09-06,"강원대학교 공학교육혁신센터에서는
2023 문화예술·공과대학, IT대학 연합 PT 경진대회
를 아래와 같이 개최합니다.
1.
대 회
명
: 문화예술·공과대학, IT대학 연합 PT 경진대회
2.
참가대상
:
문화예술·공과대학, IT대학 재학생
3.
주       제
: 자유주제(전공, 꿈, 취업, 자기PR, 행사 기획 등 제한 없음)
4.
대회일정
- 참가신청: 2023. 10. 3.(화) 23:59까지
- 예선심사: 2023. 10. 4.(수)~5.(목) / 비대면 진행(발표자료, 발표동영상 심사)
- 본선진출: 2023. 10. 6.(금) 발표
- 본선심사: 2023. 10.13.(금) 14:00 / 60주년기념관 703호
5.
신청방법
: E-mail 접수(hjyun8106@kangwon.ac.kr)
※제출서류 : 신청서, 발표자료, 발표동영상(5분 이내
)
6. 문 의 처 : 공학교육혁신센터 033-250-7169
※동일한 아이템으로 타 대회 수상경력이 있는 경우 수상이 취소 될 수 있습니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=6&BID=1754&cmd=view,
공지사항,[홍보] 한국반도체산업협회 반도체빅데이터분석 및 회로설계 핵심이론 온라인 무료교육,'2023-08-23,"한국반도체산업협회에서는
반도체빅데이터분석 및 회로설계 핵심이론 온라인 무료교육(23.8.24~8.31)을
아래와 같이 개최합니다.
반도체 분야에 관심 있는 취업 준비생 분들의 많은 관심과 참여 부탁드립니다.
- 교육기간 : 2023년 8월 24일(목) 09:00~ 8월 31일(목) 24:00
- 교육방법 : 비대면 온라인
- 교육대상 : 반도체 회로설계 분야의 취업을 희망하는 취업준비생 선착순 100명
- 교육내용 : 시스템 반도체 분야에 필요한 핵심직무능력 배양 및 활용을 위한 SEMI-MOOC 온라인 교육
- 모집기간 : 2023년 8월 24일(목) ~ 8월 28일(월)
- 신청방법 :
http://semi-mooc.ksia.or.kr
로그인 및 수강신청
https://www.ksia.or.kr/bbs/board.php?bo_table=notice&wr_id=3048",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=6&BID=1752&cmd=view,../../data/images/202308SEMIMOOC_01.png;../../data/images/202308SEMIMOOC_02.png;../../data/images/202308SEMIMOOC_03.png;../../data/images/202308SEMIMOOC_04.png;../../data/images/1663.jpg
공지사항,[모집] 「K-4INT Maker Camp」 창의 융합 메이커(라즈베리파이) 참가자 추가 모집 안내,'2023-08-17,"※ 본 프로그램은 타대학(예정) 학생과 함께하는 프로그램으로, 프로그램 운영은
팀 프로젝트로 진행합니다.
※ 선발된 참가자 취소로 인하여
추가로 5명 학생
을 모집합니다. 8월 21일(월) 23시 59분까지 신청 바랍니다.
※ 참가신청 바로가기▶
https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_5&mm=application&oxid=1&cmd=class&subcmd=view&id=167",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=6&BID=1751&cmd=view,../../data/images/1660.jpg;../../data/images/1661.jpg
공지사항,「K-4INT Maker Camp」 창의 융합 메이커(라즈베리파이) 참가자 선발 안내,'2023-08-16,"아래와 같이
「K-4INT Maker Camp」 창의 융합 메이커(라즈베리파이) 참가자
를 선발합니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=7&BID=1750&cmd=view,../../data/images/1659.png
공지사항,2023 학생 포트폴리오 경진대회 수상자 공고,'2023-08-14,"2023
학생 포트폴리오 경진대회에 많은 관심 감사합니다
.
아래와 같이 포트폴리오경진대회 수상자가 선정되었음을 공고합니다
.
1.
수상자 명단
구분
소속학과
(
전공
)
학번
이름
금상
메카트로닉스공학전공
20181***9
이
*
준
은상
컴퓨터정보통신공학전공
20181***2
이
*
호
은상
컴퓨터정보통신공학전공
20181***1
허
*
수
동상
환경공학전공
20201***5
전
*
진
동상
환경공학전공
20161***0
윤
*
준
2.
제출서류
:
통장사본
,
신분증사본
3.
제출방법
:
이메일 제출
(
hjyun8106@kangwon.ac.kr
)
4.
향후일정
:
포트폴리오 클리닉 특강 심화과정
(
개별 안내
)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=7&BID=1749&cmd=view,
공지사항,디지털 오픈캠퍼스 융합 메이커(초중등 대상) 참가자 선발 안내,'2023-08-01,"아래와 같이
디지털 오픈캠퍼스 융합 메이커(초중등 대상) 참가자를 선발합니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=7&BID=1748&cmd=view,../../data/images/1657.jpg;../../data/images/1658.jpg
공지사항,[모집] 「K-4INT Maker Camp」 창의 융합 메이커(라즈베리파이) 참가자 모집 안내,'2023-07-05,"※ 본 프로그램은 타대학(예정) 학생과 함께하는 프로그램으로, 프로그램 운영은
팀 프로젝트로 진행합니다.
※ 중도 취소의 경우 강원대학교 이미지 및 팀원 학생들에게 피해가 갑니다.
개인 일정 확인 후
신청 바랍니다.
※ 참가신청 바로가기▶
https://icee.kangwon.ac.kr/index.php?mt=page∓=5_5&mm=application&oxid=1&cmd=class&subcmd=view&id=165",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=7&BID=1742&cmd=view,../../data/images/1641.jpg;../../data/images/1642.jpg
공지사항,[모집] 2023 학생 포트폴리오 경진대회 및 포트폴리오 클리닉 특강 모집 안내,'2023-06-29,"공학교육혁신센터에서는 취업 및 진학 인터뷰에 유용하게 활용 될 수 있는 포트폴리오 작성 동기 부여 및 개인 역량 강화를 위하여
「2023 학생포트폴리오 경진대회」및 「포트폴리오 클리닉 특강」을 다음과 같이 개최 하오니 관심있는 학생들의 많은 참여 바랍니다.
(참가신청▶
강원대학교 공학교육혁신센터 (kangwon.ac.kr)
)
※ 교내대회 수상자는 전국대회 참가 자격이 주어집니다.
1.
프로그램
: 2023
학생 포트폴리오 경진대회 및 포트폴리오 클리닉 특강 참가자 모집
2.
참가대상
:
공과대학
, IT
대학
3~4
학년 재학생
3.
진행일정
NO
내용
일정
세부내용
1
경진대회 및 특강
신청
2023. 7. 17.(
월
)
까지
-
공학교육혁신센터 홈페이지 온라인 신청
경진대회 참가자 대상 특강 진행을 위한 사전신청
2
포트폴리오 특강
2023. 7. 19.(
수
) 14:00~16:00
-
교내 대회 대비 기초 특강
(
비대면
)
3
학생
포트폴리오
작품 제출
2023. 8. 4.(
금
) 17:00
까지
제출서류
①
참가신청서
:
공학교육인증과정 이수 여부를 반드시 기재
②
학생포트폴리오
-1
분야
:
학생포트폴리오 원본 자료철 또는
CD, USB
등의
저장 매체를 활용한
e-
포트폴리오
-2
분야
~4
분야
:
파워포인트
(PPT)
파일
4
작품 심사
2023. 8. 7.(
월
) ~ 11.(
금
)
5
결과 발표
2023. 8. 16.(
수
)
-
수상자 홈페이지 공고 및 개별 연락
-
교내대회 수상자 대상으로 전국 대회 대비 심화 특강 진행
4.
참가분야 및 내용
구   분
세부내용
1
분야
종합
(
기존
)
·
학생포트폴리오 종합본 제출
(
원본 자료철 또는
CD, USB
등의 저장 매체를 활용한
e-
포트폴리오
)
·
구성
:
프로필
(
이력서
,
자기소개서
,
연수
/
수상경력 등
),
학습활동
(
이수교과목
, PO
달성 노력
,
논문 등
),
과외활동
,
기타
·
지원자격
:
공학교육인증제 참여학생
2
분야
캡스톤디자인
(
종합설계
)
활동
·
설계교과목 이수 내역
(
입문
,
요소
,
종합 등
)
·
캡스톤디자인 활동 중
개인역할 중점
제시
·
캡스톤디자인보고서 사본 제출
·
소속학과 캡스톤디자인 교과목으로 한정
·
양식
:
파워포인트
(ppt)
3
분야
국제 캡스톤디자인 활동
·
해외 대학과 연합한 캡스톤디자인 활동
·
영문 캡스톤디자인 보고서 제출
·
개인 지원 시 개인역할 중점 제시
·
팀 지원 가능
(
단
,
팀 상금은 개인과 동일
)
·
언어
: English
·
양식
:
파워포인트
(ppt)
4
분야
취
·
창업 활동보고서
·
현장실습
,
창업동아리 활동 내역
·
진로설계 관련 다양한 활동
·
취
·
창업 활동 중 개인역할 중점 제시
·
양식
:
파워포인트
(ppt)
5. 문의: 공학교육혁신센터 033-250-7169",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=7&BID=1741&cmd=view,
공지사항,2023 K-4INT Maker Camp 메이커메이커 참가자 선발 안내,'2023-06-20,"※아래와 같이 2023 K-4INT Maker Camp 메이커메이커 선발 학생을 알립니다.
※문의 : 033-250-7168, 7169",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=7&BID=1739&cmd=view,../../data/images/1634.png
공지사항,2023 ACE+ 창의 융합 캠프 참가자 선발 안내,'2023-06-15,※2023 ACE+ 창의 융합 캠프에 많은 관심 주셔서 감사합니다.,https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=7&BID=1736&cmd=view,../../data/images/1627.png
공지사항,"[모집] 인문소양융합 ""알쓸고독""(알고보면 쓸모있는 고전읽기 및 토의) 참가자 모집",'2023-06-08,"본 프로그램은 인문소양융합 프로그램으로 7월 17일(월) ~ 8월 3일(목) 3주 간 매주 월,목 오후 2시~4시에 진행됩니다.
일정 확인 후 참가 신청 바랍니다.
알쓸고독 온라인 신청 바로가기 ▶
강원대학교 공학교육혁신센터 (kangwon.ac.kr)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=8&BID=1735&cmd=view,../../data/images/1624.bmp;../../data/images/1625.bmp
공지사항,[모집] 「K-4INT Maker Camp」 메이커메이커 참가자 모집 안내,'2023-05-24,"※ 본 프로그램은 타대학(가천대, 건양대, 경희대, 대진대, 성균관대, 인천대 예정) 학생과 함께하는 프로그램으로,
오프라인 기간 동안 팀 프로젝트로 진행합니다.
※ 중도 취소의 경우 강원대학교 이미지 및 팀원 학생들에게 피해가 갑니다. 개인 일정 확인 후 신청 바랍니다.
「K-4INT Maker Camp」 메이커메이커
온라인 신청 바로가기
▶
강원대학교 공학교육혁신센터 (kangwon.ac.kr)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=8&BID=1733&cmd=view,../../data/images/1619.png;../../data/images/1620.png
공지사항,[모집] 2023 ACE+ 창의 융합 캠프 참가자 모집 안내,'2023-05-24,"※ 해당 캠프는
선착순 모집이 아니며
,
모집인원 초과시 유선 면담을 실시
할 수 있습니다.
개인 일정 확인 후, 확실히 참여 가능한 학생만 신청하기 바랍니다.
ACE+ 창의 융합 캠프 온라인 신청 바로가기
▶
강원대학교 공학교육혁신센터 (kangwon.ac.kr)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=8&BID=1732&cmd=view,../../data/images/1621.png;../../data/images/1622.png
공지사항,"[공지] 2023년 공학교육인증 안내책자(공학인증소개, 학과별 교육과정/이수기준 등)",'2023-03-02,"2023년 신입생 및 교수님들께 공학교육인증제에 대한 도움을 드리기 위해 2023학년도 공학교육인증안내책자를 첨부하오니,
공학교육인증제도 및 학과별 교육과정, 공학인증시스템의 신규 메뉴얼 등 을 참고하여 주시기 바랍니다.
* 공학인증제도 문의 : (033)250-7199
* 인증시스템 접속 등 사용 문의 : (033)250-7199
* 교육과정 이수기준 및 교과목 이수 : 소속 학과 사무실로 문의",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=8&BID=1724&cmd=view,
공지사항,(홍보) 나노기술연구협의회 과학기술정보통신부 주최 '나노영챌린지 2023' 공모전 홍보,'2023-02-28,"나노기술연구협의회는 나노기술 분야에 종사하는 학
·
연
·
산 연구자 간 정보와 인력교류 및 협동 연구를 촉진하고
,
나노기술 정책연구
,
나노기술 분야 학술 활동 및 조기 산업화에 기여하는 동시에 전문인력 네트워크 구축을 통한 학제 간 협업과 융합에 기여하고 있습니다
.([
붙임
3]
나노기술연구협의회 소개서 참고
)
창의적 아이디어 발굴 및 차세대 연구자 양성과 연구 저변 확대를 위해
대학
(
원
)
생 대상
의 나노기술 전문지식 기반 공모전
「
나노영챌린지
(Nano Young Challenge)
」
를 매년 개최하고 있습니다
.
「
나노영챌린지
(Nano Young Challenge) 2023
」
공모전과 관련하여 관심있는 학생들의 많은 참가바랍니다
.
공모전 및 협의회와 관련된 자세한 내용은 협의회 홈페이지
(
www.kontrs.or.kr)
를 참고하시기 바랍니다
.
붙임
1.
나노영챌린지
2023
공모전 개요
2.
​
나노영챌린지
2023
지원서류 양식
3.
나노기술연구협의회 소개서
.
끝
.
▶​
공모전 사이트 링크
:
https://bit.ly/3maCJzj
▶​ ​
문의사항
:
나노기술연구협의회
(
www.kontrs.or.kr)
교육홍보팀
- TEL : 070-4866-5356 / FAX: 02-2057-8509 / E-Mail:
kontrs@kontrs.or.kr",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=8&BID=1723&cmd=view,../../data/images/1596.jpg
공지사항,[모집] G-인성리더십캠프 참가자 모집 안내,'2023-01-20,"공학교육혁신센터에서는 현재 자신의 역량을 인식하고 문제점을 파악하여 유연성 및 신뢰성을 갖춘 공학리더로서 관리 능력을 배양하고 글로벌 리더로서 변화를 주도하기 위한 인간관계 스킬과 효과적인 의사소통 능력을 향상하고 싶은 제
1
회
G-
인성리더십캠프 참가자를 모집합니다
.
가
.
행 사 명
:
제
1
회
G-
인성
리더십캠프
나
.
주    관
:
공학교육혁신센터
다
.
주    최
:
강원지역혁신플랫폼 대학교육혁신본부
라
.
모집기간
: ~ 2023. 2. 1.(
수
)
까지
마
.
행사일시
:
2023. 2. 7.(
화
) ~ 2. 8(
수
)
바
.
장    소
:
잭슨나인스 춘천
(
강원도 춘천시 중앙로 193)
/
※잭슨나인스 춘천까지 개별 이동
사
.
대    상
:
강원지역혁신플랫폼 참여대학(강원대, 한림대, 한림성심대 등) 재학생
40
명 내외
※
강원
LRS
공유대학 융합전공자 우선 선발,
결원 시 참여대학 재학생 중 추가선발
아
.
내    용
1)
미래 글로벌 리더로서의 핵심 리더십 개발
2)
주도적이고 구체적인 자기개발 방향 설정
3)
인간관계 스킬 및 효과적인 의사소통 능력 향상
※
온라인 신청 바로가기
https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_5&mm=application&oxid=1&cmd=class&subcmd=view&id=160
자세한 사항은 첨부파일 확인 바랍니다.
감사합니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=8&BID=1722&cmd=view,../../data/images/1595.png
공지사항,(홍보) 한국반도체산업협회 SC와 함께하는 신산업 온라인 공동직무설명회,'2023-01-19,"한국반도체산업협회에서는 신산업 온라인 공동직무설명회를 아래와 같이 개최합니다.
관심있는 학생들의 많은 참여바랍니다.
-일      시 : 2023.2.1.(목)~2.2.(금)
-장      소 : 온라인 Zoom 미팅
-참석대상 : 신산업 입직을 희망하는 전국 이공계학부생
-신청기한 : 2023.01.17(화) - 2023.01.27(금)
아래 사전등록 하러 가기 버튼 클릭하면 네이버 구글폼으로 연동이 가능하오니 신청 가능합니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=8&BID=1721&cmd=view,
공지사항,2022 Peer-tutor(2차) 운영결과 안내,'2023-01-12,"2022 Peer-tutor 프
로그램(2차)
운영결과 및 멘토 지원금 지급 안내
1. 운영일정
: 2022.10.03.(월)~12.21.(수/종강) 중 과목별 계획 일정
2. 멘토 지원금 지급
※ 지원금은 대표 멘토의 계좌로 지급
※ 신청현황, 수업 운영에 따라 지원팀 수와 지원금 기준은 바뀔 수 있음
3. 운영 결과 안내
※ 첨부 파일 참조
감사합니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=8&BID=1720&cmd=view,../../data/images/1592.jpg
